moon,ingress_jd,ingress_cal,egress_jd,egress_cal,duration_min,mid_jd,earth_io_au,light_travel_min
io,2332091.844469445,1672-12-12 08:16:02.16 TDB,2332091.936490219,1672-12-12 10:28:32.75 TDB,132.5099,2332091.890479832,5.76463932,47.943043
io,2332093.614290607,1672-12-14 02:44:34.71 TDB,2332093.706298181,1672-12-14 04:57:04.16 TDB,132.4909,2332093.660294394,5.73815466,47.722777
io,2332095.383995062,1672-12-15 21:12:57.17 TDB,2332095.475977853,1672-12-15 23:25:24.49 TDB,132.4552,2332095.429986458,5.71138281,47.500122
io,2332097.153649997,1672-12-17 15:41:15.36 TDB,2332097.245631781,1672-12-17 17:53:42.59 TDB,132.4538,2332097.199640889,5.68434023,47.275216
io,2332098.923389386,1672-12-19 10:09:40.84 TDB,2332099.015363169,1672-12-19 12:22:07.38 TDB,132.4422,2332098.969376278,5.65704659,47.048222
io,2332100.693147396,1672-12-21 04:38:07.94 TDB,2332100.785113376,1672-12-21 06:50:33.80 TDB,132.4310,2332100.739130386,5.62952416,46.819325
io,2332102.462840900,1672-12-22 23:06:29.45 TDB,2332102.554787611,1672-12-23 01:18:53.65 TDB,132.4033,2332102.508814255,5.60179545,46.588712
io,2332104.232534820,1672-12-24 17:34:51.01 TDB,2332104.324485468,1672-12-24 19:47:15.54 TDB,132.4089,2332104.278510144,5.57387979,46.356545
io,2332106.002352813,1672-12-26 12:03:23.28 TDB,2332106.094298245,1672-12-26 14:15:47.37 TDB,132.4014,2332106.048325529,5.54579913,46.123005
io,2332107.772202977,1672-12-28 06:31:58.34 TDB,2332107.864140532,1672-12-28 08:44:21.74 TDB,132.3901,2332107.818171754,5.51757776,45.888295
io,2332109.541958639,1672-12-30 01:00:25.23 TDB,2332109.633872821,1672-12-30 03:12:46.61 TDB,132.3564,2332109.587915730,5.48923951,45.652613
io,2332111.311651262,1672-12-31 19:28:46.67 TDB,2332111.403564887,1672-12-31 21:41:08.01 TDB,132.3556,2332111.357608074,5.46080366,45.416119
io,2332113.081409901,1673-01-02 13:57:13.82 TDB,2332113.173315854,1673-01-02 16:09:34.49 TDB,132.3446,2332113.127362878,5.43229049,45.178982
io,2332114.851176640,1673-01-04 08:25:41.66 TDB,2332114.943075573,1673-01-04 10:38:01.73 TDB,132.3345,2332114.897126107,5.40372179,44.941384
io,2332116.620857159,1673-01-06 02:54:02.06 TDB,2332116.712735339,1673-01-06 05:06:20.33 TDB,132.3046,2332116.666796249,5.37511934,44.703504
io,2332118.390507627,1673-01-07 21:22:19.86 TDB,2332118.482390639,1673-01-07 23:34:38.55 TDB,132.3115,2332118.436449133,5.34650187,44.465500
io,2332120.160278541,1673-01-09 15:50:48.07 TDB,2332120.252160158,1673-01-09 18:03:06.64 TDB,132.3095,2332120.206219350,5.31789130,44.227553
io,2332121.930116500,1673-01-11 10:19:22.07 TDB,2332122.021995784,1673-01-11 12:31:40.44 TDB,132.3062,2332121.976056142,5.28931345,43.989879
io,2332123.699894560,1673-01-13 04:47:50.89 TDB,2332123.791753034,1673-01-13 07:00:07.46 TDB,132.2762,2332123.745823797,5.26079555,43.752702
io,2332125.469621200,1673-01-14 23:16:15.27 TDB,2332125.561481573,1673-01-15 01:28:32.01 TDB,132.2789,2332125.515551386,5.23236160,43.516224
io,2332127.239417125,1673-01-16 17:44:45.64 TDB,2332127.331272166,1673-01-16 19:57:01.92 TDB,132.2713,2332127.285344645,5.20403746,43.280660
io,2332129.009228049,1673-01-18 12:13:17.30 TDB,2332129.101077748,1673-01-18 14:25:33.12 TDB,132.2636,2332129.055152899,5.17585165,43.046246
io,2332130.778936350,1673-01-20 06:41:40.10 TDB,2332130.870763233,1673-01-20 08:53:53.94 TDB,132.2307,2332130.824849791,5.14783321,42.813223
io,2332132.548575571,1673-01-22 01:09:56.93 TDB,2332132.640405567,1673-01-22 03:22:11.04 TDB,132.2352,2332132.594490569,5.12000720,42.581801
io,2332134.318305383,1673-01-23 19:38:21.59 TDB,2332134.410135049,1673-01-23 21:50:35.67 TDB,132.2347,2332134.364220216,5.09239975,42.352197
io,2332136.088109302,1673-01-25 14:06:52.64 TDB,2332136.179940486,1673-01-25 16:19:06.86 TDB,132.2369,2332136.134024894,5.06503931,42.124647
io,2332137.857870616,1673-01-27 08:35:20.02 TDB,2332137.949683647,1673-01-27 10:47:32.67 TDB,132.2108,2332137.903777131,5.03795455,41.899390
io,2332139.627596701,1673-01-29 03:03:44.36 TDB,2332139.719414345,1673-01-29 05:15:57.40 TDB,132.2174,2332139.673505523,5.01116955,41.676626
io,2332141.397411863,1673-01-30 21:32:16.38 TDB,2332141.489228051,1673-01-30 23:44:29.30 TDB,132.2153,2332141.443319957,4.98470856,41.456557
io,2332143.167273745,1673-02-01 16:00:52.45 TDB,2332143.259088325,1673-02-01 18:13:05.23 TDB,132.2130,2332143.213181036,4.95859740,41.239397
io,2332144.937038846,1673-02-03 10:29:20.16 TDB,2332145.028830547,1673-02-03 12:41:30.96 TDB,132.1800,2332144.982934697,4.93286235,41.025365
io,2332146.706709247,1673-02-05 04:57:39.68 TDB,2332146.798502055,1673-02-05 07:09:50.58 TDB,132.1816,2332146.752605651,4.90752623,40.814651
io,2332148.476434192,1673-02-06 23:26:03.91 TDB,2332148.568225742,1673-02-07 01:38:14.70 TDB,132.1798,2332148.522329967,4.88261365,40.607459
io,2332150.246221501,1673-02-08 17:54:33.54 TDB,2332150.338015421,1673-02-08 20:06:44.53 TDB,132.1832,2332150.292118461,4.85815234,40.404021
io,2332152.015956999,1673-02-10 12:22:58.68 TDB,2332152.107733559,1673-02-10 14:35:08.18 TDB,132.1582,2332152.061845279,4.83417155,40.204579
io,2332153.785651536,1673-02-12 06:51:20.29 TDB,2332153.877434375,1673-02-12 09:03:30.33 TDB,132.1673,2332153.831542956,4.81069705,40.009347
io,2332155.555444840,1673-02-14 01:19:50.43 TDB,2332155.647230010,1673-02-14 03:32:00.67 TDB,132.1706,2332155.601337425,4.78775565,39.818550
io,2332157.325328388,1673-02-15 19:48:28.37 TDB,2332157.417116592,1673-02-15 22:00:38.87 TDB,132.1750,2332157.371222490,4.76537620,39.632425
io,2332159.095145625,1673-02-17 14:17:00.58 TDB,2332159.186913354,1673-02-17 16:29:09.31 TDB,132.1455,2332159.141029490,4.74358811,39.451219
io,2332160.864869189,1673-02-19 08:45:24.70 TDB,2332160.956637889,1673-02-19 10:57:33.51 TDB,132.1469,2332160.910753539,4.72241624,39.275138
io,2332162.634625500,1673-02-21 03:13:51.64 TDB,2332162.726392533,1673-02-21 05:26:00.31 TDB,132.1445,2332162.680509016,4.70188519,39.104387
io,2332164.404434906,1673-02-22 21:42:23.18 TDB,2332164.496203941,1673-02-22 23:54:32.02 TDB,132.1474,2332164.450319424,4.68202016,38.939174
io,2332166.174172436,1673-02-24 16:10:48.50 TDB,2332166.265922670,1673-02-24 18:22:55.72 TDB,132.1203,2332166.220047553,4.66284594,38.779707
io,2332167.943841569,1673-02-26 10:39:07.91 TDB,2332168.035596792,1673-02-26 12:51:15.56 TDB,132.1275,2332167.989719180,4.64438220,38.626149
io,2332169.713589241,1673-02-28 05:07:34.11 TDB,2332169.805348771,1673-02-28 07:19:42.13 TDB,132.1337,2332169.759469006,4.62664825,38.478660
io,2332171.483452766,1673-03-01 23:36:10.32 TDB,2332171.575219513,1673-03-02 01:48:18.97 TDB,132.1441,2332171.529336140,4.60966418,38.337408
io,2332173.253285265,1673-03-03 18:04:43.85 TDB,2332173.345034860,1673-03-03 20:16:51.01 TDB,132.1194,2332173.299160062,4.59345072,38.202565
io,2332175.023047710,1673-03-05 12:33:11.32 TDB,2332175.114799611,1673-03-05 14:45:18.69 TDB,132.1227,2332175.068923661,4.57802508,38.074274
io,2332176.792844014,1673-03-07 07:01:41.72 TDB,2332176.884595845,1673-03-07 09:13:49.08 TDB,132.1226,2332176.838719930,4.56340557,37.952687
io,2332178.562703775,1673-03-09 01:30:17.61 TDB,2332178.654458489,1673-03-09 03:42:25.21 TDB,132.1268,2332178.608581132,4.54961182,37.837968
io,2332180.332482723,1673-03-10 19:58:46.51 TDB,2332180.424217412,1673-03-10 22:10:52.38 TDB,132.0980,2332180.378350068,4.53666380,37.730282
io,2332182.102163692,1673-03-12 14:27:06.94 TDB,2332182.193899754,1673-03-12 16:39:12.94 TDB,132.0999,2332182.148031724,4.52457727,37.629762
io,2332183.871881705,1673-03-14 08:55:30.58 TDB,2332183.963620941,1673-03-14 11:07:36.85 TDB,132.1045,2332183.917751323,4.51336828,37.536539
io,2332185.641711973,1673-03-16 03:24:03.91 TDB,2332185.733460057,1673-03-16 05:36:10.95 TDB,132.1172,2332185.687586015,4.50305329,37.450752
io,2332187.411523899,1673-03-17 21:52:35.66 TDB,2332187.503257830,1673-03-18 00:04:41.48 TDB,132.0969,2332187.457390864,4.49364829,37.372533
io,2332189.181285882,1673-03-19 16:21:03.10 TDB,2332189.273023245,1673-03-19 18:33:09.21 TDB,132.1018,2332189.227154564,4.48516464,37.301977
io,2332190.951094930,1673-03-21 10:49:34.60 TDB,2332191.042834865,1673-03-21 13:01:40.93 TDB,132.1055,2332190.996964897,4.47761302,37.239172
io,2332192.721000107,1673-03-23 05:18:14.41 TDB,2332192.812745594,1673-03-23 07:30:21.22 TDB,132.1135,2332192.766872850,4.47100321,37.184200
io,2332194.490840395,1673-03-24 23:46:48.61 TDB,2332194.582567158,1673-03-25 01:58:53.80 TDB,132.0865,2332194.536703777,4.46534296,37.137125
io,2332196.260571329,1673-03-26 18:15:13.36 TDB,2332196.352296122,1673-03-26 20:27:18.38 TDB,132.0837,2332196.306433726,4.46063474,37.097968
io,2332198.030298954,1673-03-28 12:43:37.83 TDB,2332198.122024466,1673-03-28 14:55:42.91 TDB,132.0847,2332198.076161711,4.45688060,37.066746
io,2332199.800120342,1673-03-30 07:12:10.40 TDB,2332199.891853232,1673-03-30 09:24:16.12 TDB,132.0954,2332199.845986787,4.45408278,37.043477
io,2332201.569912093,1673-04-01 01:40:40.40 TDB,2332201.661631537,1673-04-01 03:52:44.96 TDB,132.0760,2332201.615771815,4.45224297,37.028176
io,2332203.339648746,1673-04-02 20:09:05.65 TDB,2332203.431370888,1673-04-02 22:21:10.44 TDB,132.0799,2332203.385509817,4.45135984,37.020831
io,2332205.109429351,1673-04-04 14:37:34.70 TDB,2332205.201156380,1673-04-04 16:49:39.91 TDB,132.0869,2332205.155292866,4.45143325,37.021441
io,2332206.879341946,1673-04-06 09:06:15.14 TDB,2332206.971077478,1673-04-06 11:18:21.09 TDB,132.0992,2332206.925209712,4.45246391,37.030013
io,2332208.649227544,1673-04-08 03:34:53.26 TDB,2332208.740947866,1673-04-08 05:46:57.90 TDB,132.0773,2332208.695087705,4.45445110,37.046540
io,2332210.419019206,1673-04-09 22:03:23.26 TDB,2332210.510736196,1673-04-10 00:15:27.61 TDB,132.0725,2332210.464877701,4.45739013,37.070983
io,2332212.188787038,1673-04-11 16:31:51.20 TDB,2332212.280503572,1673-04-11 18:43:55.51 TDB,132.0718,2332212.234645305,4.46127637,37.103304
io,2332213.958637045,1673-04-13 11:00:26.24 TDB,2332214.050358868,1673-04-13 13:12:31.01 TDB,132.0794,2332214.004497956,4.46610539,37.143466
io,2332215.728441590,1673-04-15 05:28:57.35 TDB,2332215.820148798,1673-04-15 07:41:00.86 TDB,132.0584,2332215.774295194,4.47187056,37.191413
io,2332217.498167105,1673-04-16 23:57:21.64 TDB,2332217.589873081,1673-04-17 02:09:25.03 TDB,132.0566,2332217.544020093,4.47856123,37.247058
io,2332219.267905165,1673-04-18 18:25:47.01 TDB,2332219.359615944,1673-04-18 20:37:50.82 TDB,132.0635,2332219.313760554,4.48616648,37.310309
io,2332221.037785896,1673-04-20 12:54:24.70 TDB,2332221.129507230,1673-04-20 15:06:29.42 TDB,132.0787,2332221.083646563,4.49467517,37.381074
io,2332222.807674563,1673-04-22 07:23:03.08 TDB,2332222.899384568,1673-04-22 09:35:06.83 TDB,132.0624,2332222.853529566,4.50407295,37.459232
io,2332224.577501043,1673-04-24 01:51:36.09 TDB,2332224.669207561,1673-04-24 04:03:39.53 TDB,132.0574,2332224.623354302,4.51434137,37.544632
io,2332226.347307352,1673-04-25 20:20:07.36 TDB,2332226.439014237,1673-04-25 22:32:10.83 TDB,132.0579,2332226.393160795,4.52546247,37.637124
io,2332228.117205142,1673-04-27 14:48:46.52 TDB,2332228.208917155,1673-04-27 17:00:50.44 TDB,132.0653,2332228.163061148,4.53741979,37.736570
io,2332229.887058255,1673-04-29 09:17:21.83 TDB,2332229.978755089,1673-04-29 11:29:24.44 TDB,132.0434,2332229.932906671,4.55019531,37.842820
io,2332231.656811153,1673-05-01 03:45:48.48 TDB,2332231.748501463,1673-05-01 05:57:50.53 TDB,132.0340,2332231.702656308,4.56376896,37.955709
io,2332233.426531178,1673-05-02 22:14:12.29 TDB,2332233.518223091,1673-05-03 00:26:14.48 TDB,132.0364,2332233.472377134,4.57812252,38.075084
io,2332235.196376096,1673-05-04 16:42:46.89 TDB,2332235.288077851,1673-05-04 18:54:49.93 TDB,132.0505,2332235.242226974,4.59324017,38.200814
io,2332236.966238053,1673-05-06 11:11:22.97 TDB,2332237.057930918,1673-05-06 13:23:25.23 TDB,132.0377,2332237.012084485,4.60910384,38.332748
io,2332238.736057082,1673-05-08 05:39:55.33 TDB,2332238.827746212,1673-05-08 07:51:57.27 TDB,132.0323,2332238.781901647,4.62569266,38.470713
io,2332240.505866805,1673-05-10 00:08:26.89 TDB,2332240.597557579,1673-05-10 02:20:28.97 TDB,132.0347,2332240.551712192,4.64298646,38.614541
io,2332242.275795942,1673-05-11 18:37:08.77 TDB,2332242.367493642,1673-05-11 20:49:11.45 TDB,132.0447,2332242.321644792,4.66096685,38.764079
io,2332244.045706965,1673-05-13 13:05:49.08 TDB,2332244.137391177,1673-05-13 15:17:50.60 TDB,132.0253,2332244.091549071,4.67961218,38.919148
io,2332245.815518002,1673-05-15 07:34:20.76 TDB,2332245.907191881,1673-05-15 09:46:21.38 TDB,132.0104,2332245.861354942,4.69889751,39.079539
io,2332247.585259749,1673-05-17 02:02:46.44 TDB,2332247.676931322,1673-05-17 04:14:46.87 TDB,132.0071,2332247.631095535,4.71879830,39.245049
io,2332249.355098961,1673-05-18 20:31:20.55 TDB,2332249.446777354,1673-05-18 22:43:21.56 TDB,132.0169,2332249.400938158,4.73929192,39.415489
io,2332251.124943336,1673-05-20 14:59:55.10 TDB,2332251.216612231,1673-05-20 17:11:55.30 TDB,132.0032,2332251.170777784,4.76035244,39.590644
io,2332252.894737445,1673-05-22 09:28:25.32 TDB,2332252.986400332,1673-05-22 11:40:24.99 TDB,131.9946,2332252.940568889,4.78195148,39.770278
io,2332254.664512358,1673-05-24 03:56:53.87 TDB,2332254.756177350,1673-05-24 06:08:53.72 TDB,131.9976,2332254.710344854,4.80406240,39.954169
io,2332256.434429441,1673-05-25 22:25:34.70 TDB,2332256.526103356,1673-05-26 00:37:35.33 TDB,132.0104,2332256.480266399,4.82666267,40.142129
io,2332258.204370927,1673-05-27 16:54:17.65 TDB,2332258.296034498,1673-05-27 19:06:17.38 TDB,131.9955,2332258.250202713,4.84972767,40.333955
io,2332259.974238602,1673-05-29 11:22:54.22 TDB,2332260.065890497,1673-05-29 13:34:52.94 TDB,131.9787,2332260.020064550,4.87323110,40.529427
io,2332261.744024893,1673-05-31 05:51:23.75 TDB,2332261.835672502,1673-05-31 08:03:22.10 TDB,131.9726,2332261.789848697,4.89714843,40.728342
io,2332263.513893510,1673-06-02 00:20:00.40 TDB,2332263.605545216,1673-06-02 02:31:59.11 TDB,131.9785,2332263.559719363,4.92145941,40.930530
io,2332265.283755387,1673-06-03 18:48:36.47 TDB,2332265.375395581,1673-06-03 21:00:34.18 TDB,131.9619,2332265.329575484,4.94614136,41.135803
io,2332267.053545778,1673-06-05 13:17:06.36 TDB,2332267.145174917,1673-06-05 15:29:03.11 TDB,131.9460,2332267.099360348,4.97116955,41.343956
io,2332268.823281954,1673-06-07 07:45:31.56 TDB,2332268.914910940,1673-06-07 09:57:28.31 TDB,131.9457,2332268.869096447,4.99652035,41.554793
io,2332270.593154501,1673-06-09 02:14:08.55 TDB,2332270.684792885,1673-06-09 04:26:06.11 TDB,131.9593,2332270.638973693,5.02217420,41.768149
io,2332272.363081088,1673-06-10 20:42:50.21 TDB,2332272.454712283,1673-06-10 22:54:47.14 TDB,131.9489,2332272.408896686,5.04810826,41.983836
io,2332274.132969645,1673-06-12 15:11:28.58 TDB,2332274.224588830,1673-06-12 17:23:24.47 TDB,131.9316,2332274.178779238,5.07429665,42.201638
io,2332275.902787894,1673-06-14 09:40:00.87 TDB,2332275.994402958,1673-06-14 11:51:56.42 TDB,131.9257,2332275.948595426,5.10071318,42.421338
io,2332277.672696164,1673-06-16 04:08:40.95 TDB,2332277.764314733,1673-06-16 06:20:36.79 TDB,131.9307,2332277.718505449,5.12733530,42.642747
io,2332279.442604695,1673-06-17 22:37:21.05 TDB,2332279.534211170,1673-06-18 00:49:15.85 TDB,131.9133,2332279.488407932,5.15413722,42.865652
io,2332281.212429254,1673-06-19 17:05:53.89 TDB,2332281.304019262,1673-06-19 19:17:47.26 TDB,131.8896,2332281.258224258,5.18109145,43.089824
io,2332282.982157735,1673-06-21 11:34:18.43 TDB,2332283.073743001,1673-06-21 13:46:11.40 TDB,131.8828,2332283.027950368,5.20817225,43.315048
io,2332284.751992436,1673-06-23 06:02:52.15 TDB,2332284.843584337,1673-06-23 08:14:45.69 TDB,131.8923,2332284.797788387,5.23536027,43.541164
io,2332286.521881964,1673-06-25 00:31:30.60 TDB,2332286.613467901,1673-06-25 02:43:23.63 TDB,131.8837,2332286.567674933,5.26263461,43.767997
io,2332288.291750183,1673-06-26 19:00:07.22 TDB,2332288.383323502,1673-06-26 21:11:59.15 TDB,131.8656,2332288.337536843,5.28997298,43.995364
io,2332290.061559682,1673-06-28 13:28:38.76 TDB,2332290.153129466,1673-06-28 15:40:30.39 TDB,131.8605,2332290.107344574,5.31735372,44.223082
io,2332291.831481575,1673-06-30 07:57:20.01 TDB,2332291.923055701,1673-06-30 10:09:12.01 TDB,131.8667,2332291.877268638,5.34476046,44.451017
io,2332293.601434496,1673-07-02 02:26:03.94 TDB,2332293.692998458,1673-07-02 04:37:55.07 TDB,131.8521,2332293.647216477,5.37217422,44.679011
io,2332295.371315367,1673-07-03 20:54:41.65 TDB,2332295.462859852,1673-07-03 23:06:31.09 TDB,131.8241,2332295.417087609,5.39957381,44.906886
io,2332297.141073959,1673-07-05 15:23:08.79 TDB,2332297.232609503,1673-07-05 17:34:57.46 TDB,131.8112,2332297.186841731,5.42693803,45.134467
io,2332298.910905530,1673-07-07 09:51:42.24 TDB,2332299.002443233,1673-07-07 12:03:31.10 TDB,131.8143,2332298.956674382,5.45425099,45.361622
io,2332300.680775073,1673-07-09 04:20:18.97 TDB,2332300.772305161,1673-07-09 06:32:07.17 TDB,131.8033,2332300.726540118,5.48149434,45.588198
io,2332302.450614628,1673-07-10 22:48:53.10 TDB,2332302.542129332,1673-07-11 01:00:39.97 TDB,131.7812,2332302.496371980,5.50864713,45.814021
io,2332304.220383429,1673-07-12 17:17:21.13 TDB,2332304.311893961,1673-07-12 19:29:07.64 TDB,131.7752,2332304.266138695,5.53568734,46.038908
io,2332305.990274000,1673-07-14 11:45:59.67 TDB,2332306.081789617,1673-07-14 13:57:46.62 TDB,131.7825,2332306.036031809,5.56259753,46.262713
io,2332307.760234432,1673-07-16 06:14:44.25 TDB,2332307.851742872,1673-07-16 08:26:30.58 TDB,131.7722,2332307.805988652,5.58935769,46.485270
io,2332309.530158470,1673-07-18 00:43:25.69 TDB,2332309.621647227,1673-07-18 02:55:10.32 TDB,131.7438,2332309.575902849,5.61594599,46.706399
io,2332311.299961180,1673-07-19 19:11:56.65 TDB,2332311.391439206,1673-07-19 21:23:40.35 TDB,131.7284,2332311.345700193,5.64234104,46.925919
io,2332313.069820632,1673-07-21 13:40:32.50 TDB,2332313.161297530,1673-07-21 15:52:16.11 TDB,131.7267,2332313.115559081,5.66852815,47.143711
io,2332314.839705868,1673-07-23 08:09:10.59 TDB,2332314.931172904,1673-07-23 10:20:53.34 TDB,131.7125,2332314.885439386,5.69449204,47.359646
io,2332316.609544217,1673-07-25 02:37:44.62 TDB,2332316.700991249,1673-07-25 04:49:25.64 TDB,131.6837,2332316.655267733,5.72021622,47.573588
io,2332318.379279007,1673-07-26 21:06:09.71 TDB,2332318.470718274,1673-07-26 23:17:50.06 TDB,131.6725,2332318.424998641,5.74568379,47.785395
io,2332320.149115292,1673-07-28 15:34:43.56 TDB,2332320.240558350,1673-07-28 17:46:24.24 TDB,131.6780,2332320.194836821,5.77088358,47.994975
io,2332321.919039223,1673-07-30 10:03:24.99 TDB,2332322.010477733,1673-07-30 12:15:05.28 TDB,131.6715,2332321.964758478,5.79580300,48.202224
io,2332323.688964058,1673-08-01 04:32:06.49 TDB,2332323.780383756,1673-08-01 06:43:45.16 TDB,131.6444,2332323.734673907,5.82042720,48.407017
io,2332325.458788432,1673-08-02 23:00:39.32 TDB,2332325.550197513,1673-08-03 01:12:17.07 TDB,131.6291,2332325.504492972,5.84473961,48.609217
io,2332327.228676681,1673-08-04 17:29:17.67 TDB,2332327.320083739,1673-08-04 19:40:55.24 TDB,131.6262,2332327.274380210,5.86872835,48.808725
io,2332328.998599379,1673-08-06 11:57:58.99 TDB,2332329.089996496,1673-08-06 14:09:35.70 TDB,131.6118,2332329.044297938,5.89237995,49.005430
io,2332330.768472463,1673-08-08 06:26:36.02 TDB,2332330.859845804,1673-08-08 08:38:10.68 TDB,131.5776,2332330.814159133,5.91567854,49.199198
io,2332332.538209143,1673-08-10 00:55:01.27 TDB,2332332.629569701,1673-08-10 03:06:34.82 TDB,131.5592,2332332.583889422,5.93860615,49.389881
io,2332334.308008154,1673-08-11 19:23:31.90 TDB,2332334.399368076,1673-08-11 21:35:05.40 TDB,131.5583,2332334.353688115,5.96114941,49.577368
io,2332336.077883599,1673-08-13 13:52:09.14 TDB,2332336.169239300,1673-08-13 16:03:42.28 TDB,131.5522,2332336.123561449,5.98329430,49.761541
io,2332337.847773509,1673-08-15 08:20:47.63 TDB,2332337.939110649,1673-08-15 10:32:19.16 TDB,131.5255,2332337.893442079,6.00502583,49.942277
io,2332339.617576527,1673-08-17 02:49:18.61 TDB,2332339.708903592,1673-08-17 05:00:49.27 TDB,131.5110,2332339.663240059,6.02632827,50.119444
io,2332341.387459921,1673-08-18 21:17:56.54 TDB,2332341.478785060,1673-08-18 23:29:27.03 TDB,131.5082,2332341.433122491,6.04719166,50.292959
io,2332343.157407381,1673-08-20 15:46:40.00 TDB,2332343.248725185,1673-08-20 17:58:09.86 TDB,131.4976,2332343.203066283,6.06760628,50.462743
io,2332344.927328547,1673-08-22 10:15:21.19 TDB,2332345.018621657,1673-08-22 12:26:48.91 TDB,131.4621,2332344.972975102,6.08756127,50.628703
io,2332346.697100875,1673-08-24 04:43:49.52 TDB,2332346.788377820,1673-08-24 06:55:15.84 TDB,131.4388,2332346.742739347,6.10704398,50.790736
io,2332348.466900269,1673-08-25 23:12:20.18 TDB,2332348.558171243,1673-08-26 01:23:46.00 TDB,131.4302,2332348.512535756,6.12604647,50.948775
io,2332350.236752237,1673-08-27 17:40:55.39 TDB,2332350.328017194,1673-08-27 19:52:20.69 TDB,131.4215,2332350.282384716,6.14456096,51.102755
io,2332352.006609567,1673-08-29 12:09:31.07 TDB,2332352.097853637,1673-08-29 14:20:54.55 TDB,131.3915,2332352.052231602,6.16257843,51.252602
io,2332353.776368200,1673-08-31 06:37:58.21 TDB,2332353.867601345,1673-08-31 08:49:20.76 TDB,131.3757,2332353.821984773,6.18008729,51.398219
io,2332355.546204404,1673-09-02 01:06:32.06 TDB,2332355.637435241,1673-09-02 03:17:54.40 TDB,131.3724,2332355.591819822,6.19707959,51.539539
io,2332357.316134215,1673-09-03 19:35:14.00 TDB,2332357.407361336,1673-09-03 21:46:36.02 TDB,131.3671,2332357.361747775,6.21354693,51.676494
io,2332359.086080440,1673-09-05 14:03:57.35 TDB,2332359.177284265,1673-09-05 16:15:17.36 TDB,131.3335,2332359.131682353,6.22947905,51.808997
io,2332360.855892922,1673-09-07 08:32:29.15 TDB,2332360.947080194,1673-09-07 10:43:47.73 TDB,131.3097,2332360.901486558,6.24486234,51.936936
io,2332362.625718245,1673-09-09 03:01:02.06 TDB,2332362.716896163,1673-09-09 05:12:19.83 TDB,131.2962,2332362.671307204,6.25968645,52.060225
io,2332364.395582445,1673-09-10 21:29:38.32 TDB,2332364.486753138,1673-09-10 23:40:55.47 TDB,131.2858,2332364.441167791,6.27394182,52.178783
io,2332366.165440005,1673-09-12 15:58:14.02 TDB,2332366.256586203,1673-09-12 18:09:29.05 TDB,131.2505,2332366.211013104,6.28761910,52.292533
io,2332367.935171181,1673-09-14 10:26:38.79 TDB,2332368.026302981,1673-09-14 12:37:52.58 TDB,131.2298,2332367.980737081,6.30070765,52.401388
io,2332369.704948688,1673-09-16 04:55:07.57 TDB,2332369.796075399,1673-09-16 07:06:20.91 TDB,131.2225,2332369.750512044,6.31320131,52.505294
io,2332371.474823525,1673-09-17 23:23:44.75 TDB,2332371.565949477,1673-09-18 01:34:58.03 TDB,131.2214,2332371.520386501,6.32509556,52.604216
io,2332373.244749777,1673-09-19 17:52:26.38 TDB,2332373.335854535,1673-09-19 20:03:37.83 TDB,131.1909,2332373.290302156,6.33638578,52.698114
io,2332375.014571883,1673-09-21 12:20:59.01 TDB,2332375.105661348,1673-09-21 14:32:09.14 TDB,131.1688,2332375.060116615,6.34706470,52.786927
io,2332376.784414885,1673-09-23 06:49:33.45 TDB,2332376.875494251,1673-09-23 09:00:42.70 TDB,131.1543,2332376.829954568,6.35712771,52.870619
io,2332378.554306298,1673-09-25 01:18:12.06 TDB,2332378.645379929,1673-09-25 03:29:20.83 TDB,131.1460,2332378.599843114,6.36657123,52.949158
io,2332380.324196559,1673-09-26 19:46:50.58 TDB,2332380.415243815,1673-09-26 21:57:57.07 TDB,131.1080,2332380.369720187,6.37539132,53.022513
io,2332382.093939332,1673-09-28 14:15:16.36 TDB,2332382.184968203,1673-09-28 16:26:21.25 TDB,131.0816,2332382.139453768,6.38358112,53.090625
io,2332383.863684431,1673-09-30 08:43:42.33 TDB,2332383.954703114,1673-09-30 10:54:46.35 TDB,131.0669,2332383.909193772,6.39113552,53.153453
io,2332385.633504946,1673-10-02 03:12:14.83 TDB,2332385.724523115,1673-10-02 05:23:18.80 TDB,131.0662,2332385.679014031,6.39805024,53.210961
io,2332387.403384210,1673-10-03 21:40:52.40 TDB,2332387.494382152,1673-10-03 23:51:54.62 TDB,131.0370,2332387.448883181,6.40432051,53.263110
io,2332389.173174722,1673-10-05 16:09:22.30 TDB,2332389.264158695,1673-10-05 18:20:23.31 TDB,131.0169,2332389.218666708,6.40993849,53.309833
io,2332390.942996761,1673-10-07 10:37:54.92 TDB,2332391.033970954,1673-10-07 12:48:55.09 TDB,131.0028,2332390.988483858,6.41489777,53.351078
io,2332392.712894734,1673-10-09 05:06:34.11 TDB,2332392.803866901,1673-10-09 07:17:34.10 TDB,130.9999,2332392.758380818,6.41919372,53.386806
io,2332394.482821804,1673-10-10 23:35:15.80 TDB,2332394.573768863,1673-10-11 01:46:13.63 TDB,130.9638,2332394.528295333,6.42282289,53.416989
io,2332396.252604544,1673-10-12 18:03:45.03 TDB,2332396.343531572,1673-10-12 20:14:41.13 TDB,130.9349,2332396.298068058,6.42578044,53.441586
io,2332398.022356108,1673-10-14 12:32:11.57 TDB,2332398.113268326,1673-10-14 14:43:06.38 TDB,130.9136,2332398.067812217,6.42806366,53.460575
