moon,ingress_jd,ingress_cal,egress_jd,egress_cal,duration_min,mid_jd,earth_io_au,light_travel_min
io,2332399.792155161,1673-10-16 07:00:42.21 TDB,2332399.883065482,1673-10-16 09:11:36.86 TDB,130.9109,2332399.837610322,6.42967224,53.473953
io,2332401.562000328,1673-10-18 01:29:16.83 TDB,2332401.652888849,1673-10-18 03:40:09.60 TDB,130.8795,2332401.607444588,6.43060704,53.481728
io,2332403.331747160,1673-10-19 19:57:42.95 TDB,2332403.422621121,1673-10-19 22:08:34.46 TDB,130.8585,2332403.377184140,6.43086688,53.483889
io,2332405.101512719,1673-10-21 14:26:10.70 TDB,2332405.192376678,1673-10-21 16:37:01.35 TDB,130.8441,2332405.146944699,6.43045130,53.480433
io,2332406.871373849,1673-10-23 08:54:46.70 TDB,2332406.962240023,1673-10-23 11:05:37.54 TDB,130.8473,2332406.916806936,6.42936155,53.471370
io,2332408.641306501,1673-10-25 03:23:28.88 TDB,2332408.732150660,1673-10-25 05:34:17.82 TDB,130.8156,2332408.686728581,6.42759965,53.456716
io,2332410.411124096,1673-10-26 21:52:01.12 TDB,2332410.501949653,1673-10-27 00:02:48.45 TDB,130.7888,2332410.456536875,6.42516508,53.436469
io,2332412.180901725,1673-10-28 16:20:29.91 TDB,2332412.271710599,1673-10-28 18:31:15.80 TDB,130.7648,2332412.226306162,6.42205670,53.410617
io,2332413.950714149,1673-10-30 10:49:01.70 TDB,2332414.041521111,1673-10-30 12:59:47.42 TDB,130.7620,2332413.996117630,6.41827417,53.379159
io,2332415.720561733,1673-11-01 05:17:36.53 TDB,2332415.811344747,1673-11-01 07:28:20.19 TDB,130.7275,2332415.765953240,6.41381787,53.342097
io,2332417.490290764,1673-11-02 23:46:01.12 TDB,2332417.581056574,1673-11-03 01:56:43.29 TDB,130.7028,2332417.535673669,6.40868607,53.299417
io,2332419.260001480,1673-11-04 18:14:24.13 TDB,2332419.350754475,1673-11-04 20:25:05.19 TDB,130.6843,2332419.305377978,6.40287694,53.251104
io,2332421.029798990,1673-11-06 12:42:54.63 TDB,2332421.120557129,1673-11-06 14:53:36.14 TDB,130.6917,2332421.075178060,6.39639085,53.197161
io,2332422.799693640,1673-11-08 07:11:33.53 TDB,2332422.890433041,1673-11-08 09:22:13.41 TDB,130.6647,2332422.845063341,6.38923088,53.137613
io,2332424.569509391,1673-11-10 01:40:05.61 TDB,2332424.660233059,1673-11-10 03:50:44.14 TDB,130.6421,2332424.614871225,6.38139964,53.072482
io,2332426.339297174,1673-11-11 20:08:35.28 TDB,2332426.430004741,1673-11-11 22:19:12.41 TDB,130.6189,2332426.384650957,6.37289990,53.001792
io,2332428.109131061,1673-11-13 14:37:08.92 TDB,2332428.199839515,1673-11-13 16:47:46.13 TDB,130.6202,2332428.154485288,6.36373627,52.925581
io,2332429.879008797,1673-11-15 09:05:46.36 TDB,2332429.969693469,1673-11-15 11:16:21.52 TDB,130.5859,2332429.924351133,6.35391560,52.843905
io,2332431.648759704,1673-11-17 03:34:12.84 TDB,2332431.739425140,1673-11-17 05:44:46.33 TDB,130.5582,2332431.694092422,6.34344356,52.756811
io,2332433.418450278,1673-11-18 22:02:34.10 TDB,2332433.509098523,1673-11-19 00:13:06.11 TDB,130.5335,2332433.463774401,6.33232480,52.664340
io,2332435.188197665,1673-11-20 16:31:00.28 TDB,2332435.278850998,1673-11-20 18:41:32.73 TDB,130.5408,2332435.233524331,6.32056504,52.566537
io,2332436.958038493,1673-11-22 10:59:34.53 TDB,2332437.048674618,1673-11-22 13:10:05.49 TDB,130.5160,2332437.003356555,6.30817219,52.463468
io,2332438.727816285,1673-11-24 05:28:03.33 TDB,2332438.818439290,1673-11-24 07:38:33.15 TDB,130.4971,2332438.773127788,6.29515297,52.355191
io,2332440.497574164,1673-11-25 23:56:30.41 TDB,2332440.588182516,1673-11-26 02:06:58.97 TDB,130.4760,2332440.542878340,6.28151208,52.241743
io,2332442.267402472,1673-11-27 18:25:03.57 TDB,2332442.358015933,1673-11-27 20:35:32.58 TDB,130.4834,2332442.312709202,6.26725422,52.123164
io,2332444.037305560,1673-11-29 12:53:43.20 TDB,2332444.127898602,1673-11-29 15:04:10.44 TDB,130.4540,2332444.082602081,6.25238595,51.999508
io,2332445.807099802,1673-12-01 07:22:13.42 TDB,2332445.897674418,1673-12-01 09:32:39.07 TDB,130.4274,2332445.852387110,6.23691308,51.870824
io,2332447.576808581,1673-12-03 01:50:36.26 TDB,2332447.667363259,1673-12-03 04:01:00.19 TDB,130.3987,2332447.622085920,6.22084007,51.737149
io,2332449.346544628,1673-12-04 20:19:01.46 TDB,2332449.437103024,1673-12-04 22:29:25.70 TDB,130.4041,2332449.391823826,6.20417257,51.598530
io,2332451.116354512,1673-12-06 14:47:33.03 TDB,2332451.206895204,1673-12-06 16:57:55.75 TDB,130.3786,2332451.161624858,6.18691996,51.455044
io,2332452.886094014,1673-12-08 09:15:58.52 TDB,2332452.976621721,1673-12-08 11:26:20.12 TDB,130.3599,2332452.931357868,6.16909249,51.306778
io,2332454.655796438,1673-12-10 03:44:20.81 TDB,2332454.746310191,1673-12-10 05:54:41.20 TDB,130.3398,2332454.701053314,6.15069944,51.153807
io,2332456.425578152,1673-12-11 22:12:49.95 TDB,2332456.516100799,1673-12-12 00:23:11.11 TDB,130.3526,2332456.470839476,6.13175090,50.996217
io,2332458.195469675,1673-12-13 16:41:28.58 TDB,2332458.285976912,1673-12-13 18:51:48.41 TDB,130.3304,2332458.240723293,6.11226040,50.834120
io,2332459.965293026,1673-12-15 11:10:01.32 TDB,2332460.055785155,1673-12-15 13:20:19.84 TDB,130.3087,2332460.010539090,6.09224181,50.667630
io,2332461.735032814,1673-12-17 05:38:26.84 TDB,2332461.825505640,1673-12-17 07:48:43.69 TDB,130.2809,2332461.780269227,6.07170695,50.496847
io,2332463.504789266,1673-12-19 00:06:53.79 TDB,2332463.595265908,1673-12-19 02:17:10.97 TDB,130.2864,2332463.550027587,6.05066709,50.321864
io,2332465.274606757,1673-12-20 18:35:26.02 TDB,2332465.365065782,1673-12-20 20:45:41.68 TDB,130.2610,2332465.319836270,6.02913636,50.142798
io,2332467.044341158,1673-12-22 13:03:51.08 TDB,2332467.134785588,1673-12-22 15:14:05.47 TDB,130.2400,2332467.089563373,6.00712878,49.959767
io,2332468.814002660,1673-12-24 07:32:09.83 TDB,2332468.904431442,1673-12-24 09:42:22.88 TDB,130.2174,2332468.859217051,5.98465556,49.772863
io,2332470.583722929,1673-12-26 02:00:33.66 TDB,2332470.674161931,1673-12-26 04:10:47.59 TDB,130.2322,2332470.628942430,5.96172637,49.582166
io,2332472.353564830,1673-12-27 20:29:08.00 TDB,2332472.443993351,1673-12-27 22:39:21.03 TDB,130.2171,2332472.398779090,5.93835378,49.387782
io,2332474.123376987,1673-12-29 14:57:39.77 TDB,2332474.213794532,1673-12-29 17:07:51.85 TDB,130.2013,2332474.168585760,5.91455145,49.189824
io,2332475.893125264,1673-12-31 09:26:06.02 TDB,2332475.983526308,1673-12-31 11:36:16.67 TDB,130.1775,2332475.938325786,5.89033183,48.988396
io,2332477.662902103,1674-01-02 03:54:34.74 TDB,2332477.753309477,1674-01-02 06:04:45.94 TDB,130.1866,2332477.708105790,5.86570718,48.783599
io,2332479.432749454,1674-01-03 22:23:09.55 TDB,2332479.523142145,1674-01-04 00:33:19.48 TDB,130.1655,2332479.477945799,5.84069403,48.575571
io,2332481.202516544,1674-01-05 16:51:37.43 TDB,2332481.292894395,1674-01-05 19:01:46.08 TDB,130.1441,2332481.247705470,5.81531066,48.364464
io,2332482.972178187,1674-01-07 11:19:56.20 TDB,2332483.062537905,1674-01-07 13:30:03.27 TDB,130.1180,2332483.017358046,5.78957387,48.150418
io,2332484.741861235,1674-01-09 05:48:16.81 TDB,2332484.832229586,1674-01-09 07:58:24.64 TDB,130.1304,2332484.787045411,5.76349930,47.933562
io,2332486.511650720,1674-01-11 00:16:46.62 TDB,2332486.602011110,1674-01-11 02:26:53.76 TDB,130.1190,2332486.556830915,5.73710641,47.714059
io,2332488.281423094,1674-01-12 18:45:14.96 TDB,2332488.371775847,1674-01-12 20:55:21.43 TDB,130.1080,2332488.326599471,5.71041626,47.492084
io,2332490.051141476,1674-01-14 13:13:38.62 TDB,2332490.141480800,1674-01-14 15:23:43.94 TDB,130.0886,2332490.096311138,5.68344822,47.267797
io,2332491.820905798,1674-01-16 07:42:06.26 TDB,2332491.911254938,1674-01-16 09:52:12.43 TDB,130.1028,2332491.866080368,5.65621969,47.041345
io,2332493.590770501,1674-01-18 02:10:42.57 TDB,2332493.681110398,1674-01-18 04:20:47.94 TDB,130.0895,2332493.635940449,5.62875141,46.812898
io,2332495.360583111,1674-01-19 20:39:14.38 TDB,2332495.450911140,1674-01-19 22:49:18.72 TDB,130.0724,2332495.405747125,5.60106492,46.582636
io,2332497.130280384,1674-01-21 15:07:36.23 TDB,2332497.220589788,1674-01-21 17:17:38.96 TDB,130.0455,2332497.175435086,5.57317904,46.350717
io,2332498.899967397,1674-01-23 09:35:57.18 TDB,2332498.990283587,1674-01-23 11:46:00.50 TDB,130.0553,2332498.945125492,5.54510904,46.117266
io,2332500.669736591,1674-01-25 04:04:25.24 TDB,2332500.760045328,1674-01-25 06:14:27.92 TDB,130.0446,2332500.714890959,5.51687310,45.882434
io,2332502.439479852,1674-01-26 22:32:51.06 TDB,2332502.529781770,1674-01-27 00:42:53.14 TDB,130.0348,2332502.484630811,5.48849134,45.646391
io,2332504.209154177,1674-01-28 17:01:10.92 TDB,2332504.299443921,1674-01-28 19:11:11.95 TDB,130.0172,2332504.254299049,5.45998345,45.409298
io,2332505.978869544,1674-01-30 11:29:34.33 TDB,2332506.069171986,1674-01-30 13:39:36.46 TDB,130.0355,2332506.024020765,5.43136770,45.171308
io,2332507.748712135,1674-02-01 05:58:08.73 TDB,2332507.839011429,1674-02-01 08:08:10.59 TDB,130.0310,2332507.793861782,5.40266704,44.932612
io,2332509.518547280,1674-02-03 00:26:42.48 TDB,2332509.608839812,1674-02-03 02:36:43.76 TDB,130.0212,2332509.563693546,5.37390702,44.693422
io,2332511.288284641,1674-02-04 18:55:07.79 TDB,2332511.378560957,1674-02-04 21:05:07.67 TDB,129.9979,2332511.333422799,5.34511238,44.453944
io,2332513.058001667,1674-02-06 13:23:31.34 TDB,2332513.148285227,1674-02-06 15:33:31.84 TDB,130.0083,2332513.103143447,5.31630497,44.214360
io,2332514.827789172,1674-02-08 07:52:00.98 TDB,2332514.918066699,1674-02-08 10:02:00.96 TDB,129.9996,2332514.872927935,5.28750994,43.974879
io,2332516.597541467,1674-02-10 02:20:27.58 TDB,2332516.687811983,1674-02-10 04:30:26.96 TDB,129.9895,2332516.642676725,5.25875418,43.735725
io,2332518.367196764,1674-02-11 20:48:45.80 TDB,2332518.457453707,1674-02-11 22:58:44.00 TDB,129.9700,2332518.412325235,5.23006322,43.497109
io,2332520.136860598,1674-02-13 15:17:04.76 TDB,2332520.227130409,1674-02-13 17:27:04.07 TDB,129.9885,2332520.181995504,5.20145915,43.259217
io,2332521.906651329,1674-02-15 09:45:34.67 TDB,2332521.996922988,1674-02-15 11:55:34.15 TDB,129.9912,2332521.951787158,5.17296694,43.022254
io,2332523.676468076,1674-02-17 04:14:06.84 TDB,2332523.766738384,1674-02-17 06:24:06.20 TDB,129.9892,2332523.721603230,5.14461302,42.786442
io,2332525.446216124,1674-02-18 22:42:33.07 TDB,2332525.536473876,1674-02-19 00:52:31.34 TDB,129.9712,2332525.491345000,5.11642212,42.551985
io,2332527.215954785,1674-02-20 17:10:58.49 TDB,2332527.306222581,1674-02-20 19:20:57.63 TDB,129.9856,2332527.261088683,5.08841470,42.319055
io,2332528.985775595,1674-02-22 11:39:31.01 TDB,2332529.076041453,1674-02-22 13:49:29.98 TDB,129.9828,2332529.030908524,5.06061359,42.087840
io,2332530.755570816,1674-02-24 06:08:01.32 TDB,2332530.845831400,1674-02-24 08:17:59.83 TDB,129.9752,2332530.800701108,5.03304379,41.858549
io,2332532.525250082,1674-02-26 00:36:21.61 TDB,2332532.615495347,1674-02-26 02:46:18.80 TDB,129.9532,2332532.570372715,5.00573030,41.631389
io,2332534.294895679,1674-02-27 19:04:38.99 TDB,2332534.385151718,1674-02-27 21:14:37.11 TDB,129.9687,2332534.340023698,4.97869565,41.406549
io,2332536.064643799,1674-03-01 13:33:05.22 TDB,2332536.154903540,1674-03-01 15:43:03.67 TDB,129.9740,2332536.109773669,4.95196590,41.184245
io,2332537.834423315,1674-03-03 08:01:34.17 TDB,2332537.924685511,1674-03-03 10:11:32.83 TDB,129.9776,2332537.879554413,4.92556968,40.964714
io,2332539.604146200,1674-03-05 02:29:58.23 TDB,2332539.694398915,1674-03-05 04:39:56.07 TDB,129.9639,2332539.649272557,4.89953538,40.748193
io,2332541.373870131,1674-03-06 20:58:22.38 TDB,2332541.464136394,1674-03-06 23:08:21.38 TDB,129.9834,2332541.419003262,4.87388809,40.534891
io,2332543.143703488,1674-03-08 15:26:55.98 TDB,2332543.233973403,1674-03-08 17:36:55.30 TDB,129.9887,2332543.188838446,4.84865543,40.325038
io,2332544.913545203,1674-03-10 09:55:30.31 TDB,2332545.003814651,1674-03-10 12:05:29.59 TDB,129.9880,2332544.958679928,4.82386649,40.118874
io,2332546.683276809,1674-03-12 04:23:55.12 TDB,2332546.773531309,1674-03-12 06:33:53.11 TDB,129.9665,2332546.728404059,4.79954909,39.916633
io,2332548.452945673,1674-03-13 22:52:14.51 TDB,2332548.543209694,1674-03-14 01:02:13.32 TDB,129.9802,2332548.498077683,4.77572663,39.718507
io,2332550.222689217,1674-03-15 17:20:40.35 TDB,2332550.312956833,1674-03-15 19:30:39.47 TDB,129.9854,2332550.267823025,4.75242381,39.524704
io,2332551.992452227,1674-03-17 11:49:07.87 TDB,2332552.082723568,1674-03-17 13:59:07.32 TDB,129.9907,2332552.037587897,4.72966595,39.335432
io,2332553.762145693,1674-03-19 06:17:29.39 TDB,2332553.852407810,1674-03-19 08:27:28.03 TDB,129.9774,2332553.807276752,4.70747683,39.150891
io,2332555.531826175,1674-03-21 00:45:49.78 TDB,2332555.622104452,1674-03-21 02:55:49.82 TDB,130.0007,2332555.576965313,4.68587589,38.971241
io,2332557.301631565,1674-03-22 19:14:20.97 TDB,2332557.391918630,1674-03-22 21:24:21.77 TDB,130.0134,2332557.346775098,4.66488447,38.796661
io,2332559.071489141,1674-03-24 13:42:56.66 TDB,2332559.161782022,1674-03-24 15:52:57.97 TDB,130.0217,2332559.116635581,4.64452582,38.627343
io,2332560.841266470,1674-03-26 08:11:25.42 TDB,2332560.931546987,1674-03-26 10:21:25.66 TDB,130.0039,2332560.886406729,4.62482349,38.463484
io,2332562.610977778,1674-03-28 02:39:48.48 TDB,2332562.701269376,1674-03-28 04:49:49.67 TDB,130.0199,2332562.656123577,4.60579807,38.305254
io,2332564.380751821,1674-03-29 21:08:16.96 TDB,2332564.471047911,1674-03-29 23:18:18.54 TDB,130.0264,2332564.425899866,4.58747228,38.152844
io,2332566.150538803,1674-03-31 15:36:46.55 TDB,2332566.240839500,1674-03-31 17:46:48.53 TDB,130.0330,2332566.195689152,4.56986990,38.006449
io,2332567.920234314,1674-04-02 10:05:08.24 TDB,2332568.010523504,1674-04-02 12:15:09.23 TDB,130.0164,2332567.965378909,4.55301384,37.866261
io,2332569.689881184,1674-04-04 04:33:25.73 TDB,2332569.780186165,1674-04-04 06:43:28.08 TDB,130.0392,2332569.735033674,4.53692317,37.732439
io,2332571.459637964,1674-04-05 23:01:52.72 TDB,2332571.549954608,1674-04-06 01:11:56.08 TDB,130.0560,2332571.504796286,4.52161843,37.605154
io,2332573.229472539,1674-04-07 17:30:26.43 TDB,2332573.319800808,1674-04-07 19:40:30.79 TDB,130.0727,2332573.274636674,4.50712041,37.484577
io,2332574.999258890,1674-04-09 11:58:55.97 TDB,2332575.089578037,1674-04-09 14:08:59.54 TDB,130.0596,2332575.044418463,4.49344842,37.370871
io,2332576.768996198,1674-04-11 06:27:21.27 TDB,2332576.859329694,1674-04-11 08:37:26.09 TDB,130.0802,2332576.814162946,4.48061705,37.264156
io,2332578.538806133,1674-04-13 00:55:52.85 TDB,2332578.629147434,1674-04-13 03:05:58.34 TDB,130.0915,2332578.583976784,4.46864120,37.164556
io,2332580.308644647,1674-04-14 19:24:26.90 TDB,2332580.398993413,1674-04-14 21:34:33.03 TDB,130.1022,2332580.353819030,4.45753471,37.072186
io,2332582.078382437,1674-04-16 13:52:52.24 TDB,2332582.168718105,1674-04-16 16:02:57.24 TDB,130.0834,2332582.123550271,4.44730923,36.987143
io,2332583.848035659,1674-04-18 08:21:10.28 TDB,2332583.938384706,1674-04-18 10:31:16.44 TDB,130.1026,2332583.893210182,4.43797204,36.909488
io,2332585.617762821,1674-04-20 02:49:34.71 TDB,2332585.708123244,1674-04-20 04:59:41.85 TDB,130.1190,2332585.662943033,4.42953198,36.839294
io,2332587.387565963,1674-04-21 21:18:05.70 TDB,2332587.477940918,1674-04-21 23:28:14.10 TDB,130.1399,2332587.432753441,4.42199855,36.776641
io,2332589.157328967,1674-04-23 15:46:33.22 TDB,2332589.247697370,1674-04-23 17:56:41.05 TDB,130.1305,2332589.202513169,4.41538100,36.721604
io,2332590.927054478,1674-04-25 10:14:57.51 TDB,2332591.017440089,1674-04-25 12:25:06.82 TDB,130.1553,2332590.972247283,4.40968574,36.674238
io,2332592.696870996,1674-04-27 04:43:29.65 TDB,2332592.787268829,1674-04-27 06:53:40.03 TDB,130.1729,2332592.742069912,4.40492093,36.634610
io,2332594.466754300,1674-04-28 23:12:07.57 TDB,2332594.557164422,1674-04-29 01:22:19.01 TDB,130.1906,2332594.511959361,4.40109423,36.602785
io,2332596.236552516,1674-04-30 17:40:38.14 TDB,2332596.326951018,1674-04-30 19:50:48.57 TDB,130.1738,2332596.281751767,4.39821127,36.578808
io,2332598.006250584,1674-05-02 12:09:00.05 TDB,2332598.096660857,1674-05-02 14:19:11.50 TDB,130.1908,2332598.051455720,4.39627366,36.562693
io,2332599.775988461,1674-05-04 06:37:25.40 TDB,2332599.866408921,1674-05-04 08:47:37.73 TDB,130.2055,2332599.821198691,4.39528401,36.554462
io,2332601.545788499,1674-05-06 01:05:56.13 TDB,2332601.636223320,1674-05-06 03:16:09.69 TDB,130.2261,2332601.591005909,4.39524389,36.554129
io,2332603.315532884,1674-05-07 19:34:22.04 TDB,2332603.405961202,1674-05-07 21:44:35.05 TDB,130.2168,2332603.360747043,4.39615225,36.561683
io,2332605.085226414,1674-05-09 14:02:43.56 TDB,2332605.175672482,1674-05-09 16:12:58.10 TDB,130.2423,2332605.130449448,4.39800380,36.577082
io,2332606.855010001,1674-05-11 08:31:12.86 TDB,2332606.945472059,1674-05-11 10:41:28.79 TDB,130.2654,2332606.900241030,4.40079386,36.600287
io,2332608.624900385,1674-05-13 02:59:51.39 TDB,2332608.715379712,1674-05-13 05:10:08.81 TDB,130.2902,2332608.670140048,4.40451626,36.631245
io,2332610.394741061,1674-05-14 21:28:25.63 TDB,2332610.485212571,1674-05-14 23:38:42.37 TDB,130.2790,2332610.439976816,4.40916196,36.669882
io,2332612.164493286,1674-05-16 15:56:52.22 TDB,2332612.254977224,1674-05-16 18:07:10.03 TDB,130.2969,2332612.209735255,4.41471860,36.716095
io,2332613.934270749,1674-05-18 10:25:20.99 TDB,2332614.024765433,1674-05-18 12:35:39.73 TDB,130.3123,2332613.979518091,4.42117600,36.769800
io,2332615.704106455,1674-05-20 04:53:54.80 TDB,2332615.794615187,1674-05-20 07:04:14.75 TDB,130.3326,2332615.749360821,4.42852437,36.830914
io,2332617.473868113,1674-05-21 23:22:22.20 TDB,2332617.564368835,1674-05-22 01:32:41.47 TDB,130.3210,2332617.519118474,4.43675254,36.899346
io,2332619.243548797,1674-05-23 17:50:42.62 TDB,2332619.334064412,1674-05-23 20:01:03.17 TDB,130.3425,2332619.288806605,4.44584729,36.974984
io,2332621.013289007,1674-05-25 12:19:08.17 TDB,2332621.103821486,1674-05-25 14:29:30.18 TDB,130.3668,2332621.058555246,4.45579787,37.057741
io,2332622.783150832,1674-05-27 06:47:44.23 TDB,2332622.873704209,1674-05-27 08:58:08.04 TDB,130.3969,2332622.828427521,4.46659328,37.147524
io,2332624.552992912,1674-05-29 01:16:18.59 TDB,2332624.643542588,1674-05-29 03:26:42.08 TDB,130.3915,2332624.598267750,4.47821970,37.244218
io,2332626.322773020,1674-05-30 19:44:47.59 TDB,2332626.413336789,1674-05-30 21:55:12.30 TDB,130.4118,2332626.368054904,4.49066022,37.347682
io,2332628.092585425,1674-06-01 14:13:19.38 TDB,2332628.183162517,1674-06-01 16:23:45.24 TDB,130.4310,2332628.137873971,4.50389957,37.457791
io,2332629.862474460,1674-06-03 08:41:57.79 TDB,2332629.953067502,1674-06-03 10:52:25.03 TDB,130.4540,2332629.907770981,4.51792173,37.574409
io,2332631.632289234,1674-06-05 03:10:29.79 TDB,2332631.722874127,1674-06-05 05:20:56.32 TDB,130.4422,2332631.677581680,4.53270709,37.697375
io,2332633.401998549,1674-06-06 21:38:52.67 TDB,2332633.492594276,1674-06-06 23:49:20.15 TDB,130.4578,2332633.447296413,4.54823286,37.826499
io,2332635.171722920,1674-06-08 16:07:16.86 TDB,2332635.262333237,1674-06-08 18:17:45.59 TDB,130.4789,2332635.217028079,4.56447801,37.961606
io,2332636.941556704,1674-06-10 10:35:50.50 TDB,2332637.032188253,1674-06-10 12:46:21.07 TDB,130.5094,2332636.986872478,4.58142153,38.102521
io,2332638.711374567,1674-06-12 05:04:22.76 TDB,2332638.802004973,1674-06-12 07:14:53.23 TDB,130.5078,2332638.756689770,4.59903967,38.249047
io,2332640.481143507,1674-06-13 23:32:50.80 TDB,2332640.571788967,1674-06-14 01:43:22.57 TDB,130.5295,2332640.526466237,4.61730718,38.400973
io,2332642.250954878,1674-06-15 18:01:22.50 TDB,2332642.341616518,1674-06-15 20:11:55.67 TDB,130.5528,2332642.296285698,4.63620222,38.558118
io,2332644.020878757,1674-06-17 12:30:03.92 TDB,2332644.111559866,1674-06-17 14:40:38.77 TDB,130.5808,2332644.066219312,4.65570450,38.720314
io,2332645.790754090,1674-06-19 06:58:41.15 TDB,2332645.881429784,1674-06-19 09:09:15.53 TDB,130.5730,2332645.836091937,4.67579131,38.887371
io,2332647.560522738,1674-06-21 01:27:09.16 TDB,2332647.651206820,1674-06-21 03:37:44.27 TDB,130.5851,2332647.605864779,4.69643859,39.059089
io,2332649.330271452,1674-06-22 19:55:35.45 TDB,2332649.420967619,1674-06-22 22:06:11.60 TDB,130.6025,2332649.375619536,4.71762538,39.235294
io,2332651.100110042,1674-06-24 14:24:09.51 TDB,2332651.190825354,1674-06-24 16:34:47.31 TDB,130.6300,2332651.145467699,4.73933212,39.415823
io,2332652.869917343,1674-06-26 08:52:40.86 TDB,2332652.960631213,1674-06-26 11:03:18.54 TDB,130.6280,2332652.915274278,4.76153606,39.600488
io,2332654.639662772,1674-06-28 03:21:06.86 TDB,2332654.730389849,1674-06-28 05:31:45.68 TDB,130.6470,2332654.685026310,4.78421266,39.789083
io,2332656.409437478,1674-06-29 21:49:35.40 TDB,2332656.500182394,1674-06-30 00:00:15.76 TDB,130.6727,2332656.454809936,4.80733982,39.981426
io,2332658.179353228,1674-07-01 16:18:16.12 TDB,2332658.270120823,1674-07-01 18:28:58.44 TDB,130.7053,2332658.224737026,4.83089653,40.177341
io,2332659.949260815,1674-07-03 10:46:56.13 TDB,2332660.040027303,1674-07-03 12:57:38.36 TDB,130.7037,2332659.994644059,4.85485741,40.376618
io,2332661.719085812,1674-07-05 05:15:29.01 TDB,2332661.809860378,1674-07-05 07:26:11.94 TDB,130.7154,2332661.764473095,4.87919437,40.579022
io,2332663.488879393,1674-07-06 23:43:59.18 TDB,2332663.579665803,1674-07-07 01:54:43.13 TDB,130.7324,2332663.534272598,4.90388128,40.784337
io,2332665.258757256,1674-07-08 18:12:36.63 TDB,2332665.349561331,1674-07-08 20:23:22.10 TDB,130.7579,2332665.304159294,4.92889425,40.992364
io,2332667.028591877,1674-07-10 12:41:10.34 TDB,2332667.119393303,1674-07-10 14:51:55.58 TDB,130.7541,2332667.073992590,4.95420661,41.202880
io,2332668.798339461,1674-07-12 07:09:36.53 TDB,2332668.889149113,1674-07-12 09:20:22.48 TDB,130.7659,2332668.843744287,4.97979144,41.415662
io,2332670.568077290,1674-07-14 01:38:01.88 TDB,2332670.658903296,1674-07-14 03:48:49.24 TDB,130.7894,2332670.613490293,5.00562572,41.630520
io,2332672.337955325,1674-07-15 20:06:39.34 TDB,2332672.428805194,1674-07-15 22:17:28.77 TDB,130.8238,2332672.383380259,5.03169022,41.847292
io,2332674.107852451,1674-07-17 14:35:18.45 TDB,2332674.198705259,1674-07-17 16:46:08.13 TDB,130.8280,2332674.153278855,5.05796276,42.065794
io,2332675.877698171,1674-07-19 09:03:53.12 TDB,2332675.968559227,1674-07-19 11:14:43.52 TDB,130.8399,2332675.923128699,5.08441982,42.285830
io,2332677.647521385,1674-07-21 03:32:25.85 TDB,2332677.738395860,1674-07-21 05:43:17.40 TDB,130.8592,2332677.692958622,5.11104026,42.507226
io,2332679.417445485,1674-07-22 22:01:07.29 TDB,2332679.508338513,1674-07-23 00:12:00.45 TDB,130.8860,2332679.462891999,5.13780586,42.729828
io,2332681.187336241,1674-07-24 16:29:45.85 TDB,2332681.278227244,1674-07-24 18:40:38.83 TDB,130.8830,2332681.232781743,5.16469471,42.953456
io,2332682.957125582,1674-07-26 10:58:15.65 TDB,2332683.048019649,1674-07-26 13:09:08.90 TDB,130.8875,2332683.002572616,5.19168323,43.177913
io,2332684.726860188,1674-07-28 05:26:40.72 TDB,2332684.817766688,1674-07-28 07:37:35.04 TDB,130.9054,2332684.772313438,5.21874993,43.403020
io,2332686.496710191,1674-07-29 23:55:15.76 TDB,2332686.587638432,1674-07-30 02:06:11.96 TDB,130.9367,2332686.542174311,5.24587662,43.628625
io,2332688.266579283,1674-07-31 18:23:52.45 TDB,2332688.357512051,1674-07-31 20:34:49.04 TDB,130.9432,2332688.312045667,5.27304098,43.854545
io,2332690.036407861,1674-08-02 12:52:25.64 TDB,2332690.127348168,1674-08-02 15:03:22.88 TDB,130.9540,2332690.081878014,5.30021826,44.080571
io,2332691.806220085,1674-08-04 07:20:57.42 TDB,2332691.897175244,1674-08-04 09:31:55.94 TDB,130.9754,2332691.851697665,5.32738501,44.306510
io,2332693.576161655,1674-08-06 01:49:40.37 TDB,2332693.667137550,1674-08-06 04:00:40.68 TDB,131.0053,2332693.621649602,5.35452158,44.532198
io,2332695.346104151,1674-08-07 20:18:23.40 TDB,2332695.437080994,1674-08-07 22:29:23.80 TDB,131.0067,2332695.391592572,5.38160561,44.757449
io,2332697.115955873,1674-08-09 14:46:58.59 TDB,2332697.206933152,1674-08-09 16:57:59.02 TDB,131.0073,2332697.161444512,5.40861418,44.982073
io,2332698.885724633,1674-08-11 09:15:26.61 TDB,2332698.976711000,1674-08-11 11:26:27.83 TDB,131.0204,2332698.931217817,5.43552730,45.205902
io,2332700.655582486,1674-08-13 03:44:02.33 TDB,2332700.746587145,1674-08-13 05:55:05.13 TDB,131.0467,2332700.701084816,5.46233013,45.428814
io,2332702.425444515,1674-08-14 22:12:38.41 TDB,2332702.516452217,1674-08-15 00:23:41.47 TDB,131.0511,2332702.470948366,5.48900535,45.650666
io,2332704.195251923,1674-08-16 16:41:09.77 TDB,2332704.286263754,1674-08-16 18:52:13.19 TDB,131.0570,2332704.240757839,5.51553429,45.871300
io,2332705.965024123,1674-08-18 11:09:38.08 TDB,2332706.056050374,1674-08-18 13:20:42.75 TDB,131.0778,2332706.010537249,5.54189983,46.090575
